episode,score,return,success,avg_score,avg_return,success_rate
1,-458.324347151201,-237.1356214872927,False,-458.324347151201,-237.1356214872927,0.0
2,-260.57688091640296,-131.9673965041847,False,-359.45061403380197,-184.5515089957387,0.0
3,-186.01420085557325,-110.08847428190622,False,-301.63847630772574,-159.7304974244612,0.0
4,-148.6399988196219,-94.04161497455742,False,-263.3888569356998,-143.30827681198525,0.0
5,-176.9988633623298,-89.69874133990953,False,-246.11085822102578,-132.5863697175701,0.0
6,-138.78334687675863,-54.662101748727956,False,-228.2229396636479,-119.59899172276307,0.0
7,-333.82840519585073,-196.79144464260338,False,-243.30943473967687,-130.62648499702598,0.0
8,-215.4675555004481,-88.2508020660446,False,-239.8291998347733,-125.32952463065331,0.0
9,-276.5169851436862,-147.68630407554843,False,-243.9056204246525,-127.81361123564164,0.0
10,-352.7235469953505,-139.27502853765466,False,-254.7874130817223,-128.95975296584294,0.0
11,-286.36408056549936,-104.11912280988446,False,-257.65801921661114,-126.70151386075581,0.0
12,-219.89043276179638,-74.79116337386915,False,-254.5107203453766,-122.37565132018192,0.0
13,-122.18158609874178,-61.230477252569536,False,-244.33155617255852,-117.67217639190403,0.0
14,-61.184752261966814,-26.708469495748297,False,-231.24964160751625,-111.17476875646433,0.0
15,-199.55085782328104,-90.51172777243363,False,-229.13638935523392,-109.79723269086229,0.0
16,-84.26021888811007,-42.17506913483991,False,-220.08162870103865,-105.5708474686109,0.0
17,-252.22758171569004,-123.06751978032693,False,-221.9725671136652,-106.60006348694714,0.0
18,-267.77728969960924,-116.63307959568496,False,-224.51727392399545,-107.1574532707659,0.0
19,-383.5794378121125,-210.9540678527311,False,-232.88896676021213,-112.62043298560617,0.0
20,-137.4528681239452,-55.876135227335084,False,-228.11716182839876,-109.78321809769261,0.0
21,-199.0551236448141,-63.750731940483504,False,-226.7332552482281,-107.59119494734932,0.0
22,-74.26695477065138,-37.97025546938079,False,-219.8029688628837,-104.42660678925985,0.0
23,-270.07498573373954,-151.73451688774105,False,-221.98870872683395,-106.48347244571555,0.0
24,-246.17245118344383,-117.46248119417014,False,-222.99636466252602,-106.94093114356785,0.0
25,-87.2505910243846,-45.470521752802995,False,-217.56653371700034,-104.48211476793726,0.0
26,-251.0978871360376,-107.40653146433745,False,-218.8562011561941,-104.59459233318343,0.0
27,-76.78621279936877,-39.399027725234625,False,-213.59434973557092,-102.17994179214828,0.0
28,-141.8036427616841,-60.03195861853885,False,-211.03039591507496,-100.67465667880508,0.0
29,-61.49801642859076,-12.955493387983477,False,-205.87410696726516,-97.64985794463882,0.0
30,-200.7450726605232,-85.9737763175892,False,-205.70313915704043,-97.26065522373716,0.0
31,-111.0687159873813,-43.18805410686855,False,-202.65041582898692,-95.5163777683543,0.0
32,-43.28644853027197,-7.378346433305957,False,-197.6702918509021,-92.76206428913405,0.0
33,-114.83526650378678,-51.95213023626077,False,-195.16013956765616,-91.52539962086516,0.0
34,-115.50113041286004,-46.85088285805403,False,-192.81722753369158,-90.21144324548835,0.0
35,-133.92083762871812,-40.72202503696018,False,-191.1344735364066,-88.79745986810184,0.0
36,-139.88375898909297,-52.85407447304944,False,-189.710842576759,-87.79903249601705,0.0
37,-164.2381385461025,-76.03514562016568,False,-189.02239111647097,-87.48108960748053,0.0
38,-100.9627910530754,-47.859508550985076,False,-186.70503322006584,-86.43841642178327,0.0
39,-422.0835501310182,-212.64711514423388,False,-192.74037980752615,-89.67453690184611,0.0
40,-221.65109827318975,-91.01700237752118,False,-193.46314776916776,-89.708098538738,0.0
41,-122.78010968916516,-40.02220358021035,False,-191.73917123063111,-88.49624744218855,0.0
42,-126.00901590742117,-63.31999063727639,False,-190.17416753245948,-87.8968127563573,0.0
43,-48.039449659811496,-11.853316420846074,False,-186.8687089772816,-86.12835935320588,0.0
44,-132.91533335120462,-64.93292370953552,False,-185.6424958948708,-85.64664490675882,0.0
45,-204.17318348812907,-106.56713252831824,False,-186.05428895249872,-86.11154463168236,0.0
46,-278.11659312690165,-115.83978407451761,False,-188.05564339107272,-86.75781070652661,0.0
47,-225.58431227889977,-97.28312421038437,False,-188.85412570783498,-86.98175354703422,0.0
48,-47.00771760102233,-10.124319230432086,False,-185.8989922056097,-85.38055699877167,0.0
49,-195.26318197938195,-116.41688728334131,False,-186.09009811936014,-86.01395149437514,0.0
50,-89.25103938244001,-35.92767987880018,False,-184.15331694462174,-85.01222606206363,0.0
51,-124.28392310309687,-39.64993636922222,False,-182.97940726145458,-84.12276940141969,0.0
52,-287.2598681200842,-110.93544277188494,False,-184.98480073950515,-84.63839773546708,0.0
53,-284.89419064896504,-54.17357684016873,False,-186.8698835679855,-84.06358979404635,0.0
54,-137.30664862487248,-61.93914663404075,False,-185.9520458838538,-83.65387788367588,0.0
55,-37.6552668956907,-1.458849811771767,False,-183.25574081134172,-82.15942282782308,0.0
56,-336.79654032671283,-121.87387126322497,False,-185.99754080268764,-82.8686094070267,0.0
57,-61.68988931257327,-19.20008414499557,False,-183.816704811633,-81.75161773576298,0.0
58,-162.00817340250208,-51.18280866329452,False,-183.44069564940662,-81.22456930347906,0.0
59,-218.53485198584616,-86.66818242246194,False,-184.03551185849878,-81.31683393261434,0.0
60,-208.53830817976757,-126.83033122754986,False,-184.4438917971866,-82.07539222086328,0.0
61,-87.1494477631443,-39.51859878473029,False,-182.84890091138263,-81.37773986945126,0.0
62,-98.05128077700004,-47.21811883867677,False,-181.48119736082808,-80.82677823992263,0.0
63,-147.4767696482606,-70.5895425050598,False,-180.94144453999368,-80.66428243460734,0.0
64,-164.10565725072246,-94.44566914251769,False,-180.67838536359886,-80.87961660191846,0.0
65,-38.08604635578577,-6.26852771660127,False,-178.48465707117097,-79.73175369599049,0.0
66,-92.09499882799435,-42.92787988861561,False,-177.17572285536525,-79.1741192443636,0.0
67,-280.8745457131419,-142.9634345307831,False,-178.7234664801082,-80.12619857699673,0.0
68,-259.7048746475765,-103.50138518428058,False,-179.91436954139448,-80.46995132122149,0.0
69,-132.7097553498628,-51.87151769412056,False,-179.23024469803894,-80.0554812686548,0.0
70,-183.87446653895884,-59.55243726887433,False,-179.2965907243378,-79.76258064008651,0.0
71,-111.32159882512605,-61.45962150116503,False,-178.33919647223624,-79.50479248320029,0.0
72,-78.96087042636523,-24.213233540775356,False,-176.95894194382137,-78.73685416455552,0.0
73,-156.83455267266095,-63.512786102125865,False,-176.683265378463,-78.52830528698799,0.0
74,-72.6871191066971,-11.10621613746501,False,-175.27791205046617,-77.6171959741566,0.0
75,-248.3111050582803,-101.28274586507318,False,-176.25168795723704,-77.93273663936883,0.0
76,-39.48242684839748,-5.974901721289358,False,-174.45209241633125,-76.98592302202567,0.0
77,-124.11238485001455,-69.71565761234027,False,-173.79832998040504,-76.89150399073105,0.0
78,-67.64794659770827,-11.659415944213245,False,-172.43742762934482,-76.05519516962185,0.0
79,-126.00920114677379,-50.62746672224845,False,-171.8497285599452,-75.73332518927536,0.0
80,-102.18851685350471,-28.425229466935793,False,-170.9789634136147,-75.1419739927461,0.0
81,-285.3788943183762,-86.24417150666687,False,-172.3913082395994,-75.27903815958463,0.0
82,-71.21190663602736,-4.5387306239538745,False,-171.1574130980924,-74.41635148232083,0.0
83,-66.75672720910478,-27.036438966960496,False,-169.8995735090685,-73.84550916285866,0.0
84,-60.6686568803149,-13.087776823082176,False,-168.59920545396426,-73.12220282548037,0.0
85,-95.70562677067329,-22.89022801972579,False,-167.7416339400432,-72.53123841600092,0.0
86,-59.70874639180968,-18.243296648259584,False,-166.48543757320328,-71.8999832791667,0.0
87,-26.76573552851964,-12.72089951725327,False,-164.87946398648276,-71.21976392558149,0.0
88,-90.53340773272562,-42.06983755869173,False,-164.03462243814462,-70.88851476232139,0.0
89,-131.01512094520035,-35.850997167831345,False,-163.66361680339244,-70.4948347893496,0.0
90,46.622047378921394,22.41100135557807,False,-161.32710942358895,-69.46254772107262,0.0
91,24.29391241001815,-2.8798012730458407,False,-159.287317974868,-68.73086918867672,0.0
92,-142.4340857211222,-52.13559723318887,False,-159.10413066776206,-68.5504857978562,0.0
93,-120.26916865357478,-56.266046358501015,False,-158.6865504310504,-68.41839505119646,0.0
94,-46.75026152154494,-9.093782059072794,False,-157.4957388469067,-67.78728214702492,0.0
95,-88.91020252206613,-45.78220070071248,False,-156.773785832961,-67.55564971074796,0.0
96,-151.0179522245816,-40.131931575469984,False,-156.71382923287374,-67.26998598017217,0.0
97,-120.62421696799305,-51.03854787232509,False,-156.3417713744729,-67.1026515666892,0.0
98,-35.96768059308508,8.31209718169039,False,-155.11346432568322,-66.33311331415472,0.0
99,-76.33996473094231,-25.360045821674365,False,-154.31777241058484,-65.9192439455438,0.0
100,-119.47341876871063,-32.494345133400444,False,-153.96932887416608,-65.58499495742235,0.0
101,-127.71767743594026,-71.04632024404376,False,-150.66326217701345,-63.92410194498987,0.0
102,-99.72928193311975,-26.13127179159224,False,-149.0547861871806,-62.86574069786395,0.0
103,22.34784969408649,11.740002125660872,False,-146.97116568168403,-61.64745593378828,0.0
104,4.971995688427042,8.66681587893262,False,-145.43504573660354,-60.620371625253384,0.0
105,-121.29204794286704,-47.10616305959387,False,-144.87797758240893,-60.19444584245022,0.0
106,-302.4677820742653,-45.884762465199664,False,-146.514821934384,-60.10667244961494,0.0
107,-142.84582743689043,-41.076773190399344,False,-144.6049961567944,-58.5495257350929,0.0
108,-156.9760849940091,-51.66047361321331,False,-144.02008145173,-58.18362245056458,0.0
109,-107.93170590888454,-48.13545491724185,False,-142.33422865938198,-57.18811395898151,0.0
110,-137.74787285588872,-26.36191781187363,False,-140.18447191798737,-56.058982851723705,0.0
111,-111.17257966624643,-19.41523238926763,False,-138.43255690899485,-55.21194394751753,0.0
112,-108.05188255740576,-50.64356604156909,False,-137.31417140695092,-54.970467974194534,0.0
113,-82.21835778307965,-34.32492869383397,False,-136.91453912379433,-54.701412488607176,0.0
114,-85.36163734732264,-42.47197344935072,False,-137.1563079746479,-54.85904752814322,0.0
115,-13.066200179413627,-9.409952130998605,False,-135.2914613982092,-54.04802977172887,0.0
116,-107.13860700837962,-46.55183464953605,False,-135.52024527941188,-54.09179742687583,0.0
117,-144.70740427681454,-51.60938293404131,False,-134.44504350502314,-53.37721605841298,0.0
118,-64.07729965895513,-17.70564391175649,False,-132.40804360461658,-52.38794170157369,0.0
119,-102.6365987336408,-43.562673647040214,False,-129.59861521383186,-50.714027759516775,0.0
120,-72.32108113393907,-14.677253676781685,False,-128.94729734393184,-50.30203894401124,0.0
121,-12.355389039933172,-0.931724691901131,False,-127.08029999788299,-49.673848871525415,0.0
122,-103.1481795762365,-17.191001808328487,False,-127.36911224593885,-49.46605633491488,0.0
123,-52.65665720919455,-9.991880122987023,False,-125.1949289606934,-48.04862996726733,0.0
124,-15.484707444778863,-10.716362098608393,False,-122.88805152330674,-46.98116877631171,0.0
125,-146.76848267355518,-35.714017409654744,False,-123.48323043979845,-46.883603732880246,0.0
126,-17.993818136500437,5.160026985298597,False,-121.15218974980307,-45.757938148383886,0.0
127,-108.87834191909931,-41.088069984675975,False,-121.4731110410004,-45.7748285709783,0.0
128,-95.61796417253522,-31.03879094996573,False,-121.0112542551089,-45.48489689429257,0.0
129,-49.961039517119424,4.459355058155296,False,-120.89588448599419,-45.310748409831184,0.0
130,85.91765641261748,58.121240860387296,False,-118.0292571952628,-43.86979823805142,0.0
131,-47.709252757997305,-11.712383188991808,False,-117.39566256296898,-43.55504152887267,0.0
132,-74.55076960816433,-21.422105265800383,False,-117.70830577374787,-43.6954791171976,0.0
133,-151.3777040679878,-54.65894790896864,False,-118.07373014938986,-43.722547293924684,0.0
134,-89.57982871733864,-4.849755204981831,False,-117.81451713243464,-43.30253601739396,0.0
135,-198.26426848395448,-40.22289403177922,False,-118.45795144098702,-43.29754470734215,0.0
136,-32.78455798012541,-26.335211210443596,False,-117.38695943089733,-43.03235607471609,0.0
137,-244.9324521200032,-30.268931916160735,False,-118.19390256663635,-42.57469393767604,0.0
138,-148.9130711282597,-26.20558486788829,False,-118.6734053673882,-42.35815470084507,0.0
139,-80.05560132318321,-26.317947977624875,False,-115.25312587930985,-40.49486302917898,0.0
140,-111.4187372302758,-30.841027559742358,False,-114.15080226888071,-39.89310328100119,0.0
141,-193.38411316162816,-55.623645707403284,False,-114.85684230360533,-40.04911770227312,0.0
142,-6.038935527994099,12.531353595492504,False,-113.65714149981108,-39.29060425994543,0.0
143,-99.21736334471963,-57.67994073656112,False,-114.16892063666018,-39.74887050310258,0.0
144,-58.7866848054119,-8.100205680720011,False,-113.42763415120226,-39.18054332281442,0.0
145,-32.044384128845806,-28.46748850528782,False,-111.7063461576094,-38.39954688258412,0.0
146,-67.58747416535182,10.236415594817712,False,-109.60105496799389,-37.13878488589077,0.0
147,-32.83163067298153,-19.59960849190389,False,-107.67352815193472,-36.361949728705966,0.0
148,-66.96521019252643,-17.77041653464444,False,-107.87310307784973,-36.43841070174808,0.0
149,-80.44134132751516,-29.875381920065198,False,-106.7248846713311,-35.572995648115324,0.0
150,-78.74402720103008,-37.207047197310914,False,-106.619814549517,-35.58578932130043,0.0
151,-140.89050005644506,-23.14859674725203,False,-106.78588031905046,-35.42077592508073,0.0
152,-76.11687502428266,-7.731034038130253,False,-104.67445038809247,-34.38873183774319,0.0
153,-50.214810073257354,-13.433292499214595,False,-102.32765658233536,-33.98132899433364,0.0
154,-13.046323607978891,-2.8591392638653588,False,-101.08505333216647,-33.390528920631894,0.0
155,-6.780858766235525,-1.2882941514500317,False,-100.77630925087189,-33.38882336402867,0.0
156,55.13628851172838,46.911529166222735,False,-96.85698096248747,-31.700969359734184,0.0
157,5.950437937892346,-4.339075731666437,False,-96.18057768998283,-31.552359275600892,0.0
158,-76.37009343203144,-21.299176524379753,False,-95.3241968902781,-31.25352295421175,0.0
159,-19.577060844390004,-1.1538845657984744,False,-93.33461897886356,-30.398379975645113,0.0
160,-7.9965699536549835,-5.7968096238523446,False,-91.32920159660243,-29.188044759608136,0.0
161,72.12609026982288,19.1967279771301,False,-89.73644621627278,-28.600891491989533,0.0
162,-88.0289614275291,-4.605657290815488,False,-89.63622302277807,-28.174766876510926,0.0
163,-39.86996695333757,-5.304764618952834,False,-88.56015499582884,-27.521919097649857,0.0
164,-38.96777241871779,-17.62735991713062,False,-87.3087761475088,-26.753736005395982,0.0
165,127.54641402426364,13.59960345029919,False,-85.65245154370828,-26.55505469372698,0.0
166,-90.32845644558176,-20.420951640542924,False,-85.63478611988417,-26.329985411246252,0.0
167,-9.445074802722957,20.829952971090933,False,-82.92049141077997,-24.692051536227513,0.0
168,43.055640808739284,36.122584259978844,False,-79.8928862562168,-23.29581184178492,0.0
169,-79.29590253498249,-11.78330349564622,False,-79.358747728068,-22.894929699800173,0.0
170,-58.8484095512325,3.9058832345757946,False,-78.10848715819074,-22.26034649476567,0.0
171,-83.87237220812118,-44.57000669438131,False,-77.83399489202068,-22.091450346697833,0.0
172,-19.700673818191703,-4.086451376928991,False,-77.24139292593897,-21.890182525059366,0.0
173,73.74189530211797,-3.8825545743041228,False,-74.93562844619116,-21.293880209781154,0.0
174,-177.05142106282918,-38.124977518725416,False,-75.97927146575248,-21.564067823593756,0.0
175,-117.30331100055224,-10.407192040347372,False,-74.6691935251752,-20.6553122853465,0.0
176,-81.70746883090283,8.833376882453912,False,-75.09144394500026,-20.50722949930907,0.0
177,-135.72284461743715,-14.70528617868538,False,-75.20754854267449,-19.95712578497252,0.0
178,-119.74741502202816,-4.013241429079367,False,-75.72854322691768,-19.88066403982118,0.0
179,-28.799567783329465,2.684708701290438,False,-74.75644689328324,-19.34754228558579,0.0
180,-84.69670217977395,19.888899920783143,False,-74.58152874654593,-18.864400991708603,0.0
181,17.401126907330934,3.3384298209558927,False,-71.55372853428885,-17.968574978432372,0.0
182,58.37023462386172,-11.743792572754153,False,-70.25790712168998,-18.04062559792037,0.0
183,-34.65722421531635,5.13714900054304,False,-69.93691209175208,-17.718889718245336,0.0
184,5.620946041344595,27.166365977458874,False,-69.2740160625355,-17.31634829023993,0.0
185,-95.07310261133092,14.596428361638605,False,-69.26769082094206,-16.941481726426286,0.0
186,-37.416156709919136,-0.5239738497988462,False,-69.04476492412316,-16.76428849844168,0.0
187,-19.98889133878282,17.911859802768028,False,-68.9769964822258,-16.457960905241467,0.0
188,-86.38621432890673,-7.039801234779844,False,-68.9355245481876,-16.107660542002346,0.0
189,-12.116909867013916,12.151137657975248,False,-67.74654243740574,-15.627639193744283,0.0
190,104.88929893614633,20.602232820964744,False,-67.16386992183351,-15.645726879090414,0.0
191,47.60909140559107,44.90161869308938,False,-66.93071813187777,-15.167912679429067,0.0
192,65.84215989922674,47.19421694708874,False,-64.84795567567427,-14.174614537626287,0.0
193,-33.19624102060213,4.38397502677901,False,-63.97722639934454,-13.56811432377349,0.0
194,-0.1640449632741081,9.163569739225512,False,-63.51136423376183,-13.385540805790505,0.0
195,78.65913440247513,7.360082233502154,False,-61.83567086451642,-12.854117976448357,0.0
196,159.99818267006054,19.440626348722752,False,-58.72550951557,-12.258392397206428,0.0
197,77.85150648175693,49.675523280410324,False,-56.7407522810725,-11.251251685679074,0.0
198,30.362351940231406,22.366216287770904,False,-56.077451955739335,-11.110710494618269,0.0
199,-31.272004825256857,8.61286600637425,False,-55.62677235668248,-10.770981376337783,0.0
200,-41.875904081397735,-16.832320000189096,False,-54.85079720980935,-10.614361125005674,0.0
201,-23.587211702783975,-10.094497852114342,False,-53.80949255247778,-10.004842901086377,0.0
202,-52.36366352071239,-4.759315337638437,False,-53.335836368353704,-9.791123336546839,0.0
203,184.3853047389951,33.27875379863897,False,-51.715461817904625,-9.575735819817059,0.0
204,-19.910996289713793,10.74433024744901,False,-51.96429173768605,-9.554960676131895,0.0
205,-114.21511878579892,25.717586073160483,False,-51.893522446115355,-8.82672318480435,0.0
206,72.05699931431127,23.040108319302245,False,-48.14827463222959,-8.137474476959332,0.0
207,-58.464955005625725,3.0891829265260657,False,-47.30446590791695,-7.695814915790077,0.0
208,7.080457292332137,28.28910210689652,False,-45.66390048505352,-6.896319158588979,0.0
209,27.50414327826417,11.553721257169384,False,-44.30954199318203,-6.299427396844868,0.0
210,-97.40484883590926,2.7524035873933315,False,-43.90611175298224,-6.008284182852197,0.0
211,-17.775830795469673,19.87606182372807,False,-42.97214426427448,-5.615371240722241,0.0
212,30.319998885445763,7.682411663102478,False,-41.588425449845964,-5.032111463675524,0.0
213,-87.15502881402487,10.93751038906401,False,-41.63779216015542,-4.579487072846544,0.0
214,84.48143281637027,19.988518414186963,False,-39.93936145851849,-3.9548821542111683,0.0
215,107.81876572649706,57.083884488814505,False,-38.73051179945938,-3.289943788013037,0.0
216,-116.88801269940326,-10.817617109060627,False,-38.828005856369614,-2.9326016126082823,0.0
217,52.94778687236791,57.135223736284416,False,-36.85145394487779,-1.8451555459050253,0.0
218,-74.06882177957432,26.501517727520383,False,-36.951369166083985,-1.4030839295122568,0.0
219,-0.7486644070880029,11.348684647746698,False,-35.932489822818454,-0.8539703465643878,0.0
220,-1.2924262076073296,-0.1487378331802085,False,-35.22220327355514,-0.7086851881283731,0.0
221,-8.960879914363812,39.091373098488326,False,-35.18825818229945,-0.3084542102244787,0.0
222,-89.15696389848112,15.176486159597067,False,-35.048346025521894,0.015220669454776879,0.0
223,-110.9052014077034,29.450479025214488,False,-35.63083146750698,0.409644260936792,0.0
224,-3.1702595374881426,18.611580675784953,False,-35.507686988434074,0.7029236886807252,0.0
225,-31.425010429009333,3.181436052549864,False,-34.35425226598861,1.0918782233027713,0.0
226,-24.332177061151086,13.519836608676135,False,-34.41763585523512,1.1754763195365467,0.0
227,-78.92370757634646,-12.63965616303906,False,-34.1180895118076,1.4599604577529162,0.0
228,9.004994138436984,31.405372287225575,False,-33.071859928697876,2.0844020901248292,0.0
229,-128.94103522312753,12.386787393394732,False,-33.86165988575795,2.1636764134772233,0.0
230,74.86264141769212,28.982977777813183,False,-33.97221003570721,1.8722937826514823,0.0
231,32.01478388974284,54.39358898482632,False,-33.17496966922981,2.5333535043896633,0.0
232,-17.732550764618527,24.29358635742623,False,-32.60678748079435,2.9905104206219293,0.0
